Time,VAV SYS 1:DesPer 1:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Heat Cap [W],VAV SYS 1:DesPer 1:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Sens Cool Cap [W],VAV SYS 1:DesPer 1:Des Tot Cool Cap [W],VAV SYS 1:DesPer 2:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Heat Cap [W],VAV SYS 1:DesPer 2:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Sens Cool Cap [W],VAV SYS 1:DesPer 2:Des Tot Cool Cap [W]
04:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.839794E+03,1.291232E+04
04:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.812258E+03,1.288407E+04
04:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.784722E+03,1.285583E+04
04:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.757187E+03,1.282758E+04
05:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.729651E+03,1.279934E+04
05:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.757187E+03,1.282758E+04
05:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.784722E+03,1.285583E+04
05:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.812258E+03,1.288407E+04
06:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.839794E+03,1.291232E+04
06:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,5.936169E+03,1.301119E+04
06:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,6.421853E-01,7.020479E+03,1.414558E+04
06:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,7.965237E-01,8.897738E+03,1.608953E+04
07:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,9.354156E-01,1.062386E+04,1.785879E+04
07:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.038425E+00,1.208110E+04,1.934687E+04
07:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.131011E+00,1.342770E+04,2.072348E+04
07:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.203447E+00,1.454858E+04,2.186981E+04
08:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.258877E+00,1.548071E+04,2.282210E+04
08:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.375128E+00,1.730420E+04,2.489429E+04
08:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.549532E+00,1.988908E+04,2.808222E+04
08:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.838866E+00,2.399061E+04,3.277199E+04
09:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.172842E+00,2.877662E+04,3.839796E+04
09:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.382778E+00,3.167412E+04,4.176938E+04
09:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.520478E+00,3.360010E+04,4.375053E+04
09:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.656420E+00,3.548797E+04,4.565264E+04
10:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.773886E+00,3.714781E+04,4.736871E+04
10:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.801768E+00,3.770984E+04,4.792986E+04
10:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.822612E+00,3.818758E+04,4.842540E+04
10:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.841695E+00,3.864439E+04,4.888036E+04
11:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.859330E+00,3.908396E+04,4.932707E+04
11:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.841498E+00,3.898678E+04,4.913246E+04
11:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.818036E+00,3.882176E+04,4.872886E+04
11:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.787823E+00,3.857544E+04,4.833647E+04
12:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.752894E+00,3.827228E+04,4.797647E+04
12:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.681721E+00,3.746319E+04,4.696319E+04
12:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.605365E+00,3.659303E+04,4.560367E+04
12:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.527230E+00,3.570275E+04,4.441521E+04
13:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.449996E+00,3.482457E+04,4.342985E+04
13:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.494019E+00,3.546323E+04,4.421202E+04
13:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.553480E+00,3.628869E+04,4.550634E+04
13:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.626056E+00,3.727271E+04,4.681379E+04
14:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.710468E+00,3.839950E+04,4.812113E+04
14:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.765544E+00,3.910204E+04,4.885559E+04
14:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.827688E+00,3.989081E+04,4.986263E+04
14:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.894501E+00,4.073667E+04,5.092384E+04
15:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.964790E+00,4.162529E+04,5.193053E+04
15:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,3.002912E+00,4.200245E+04,5.231195E+04
15:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,3.036238E+00,4.232169E+04,5.264443E+04
15:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,3.064904E+00,4.258478E+04,5.292287E+04
16:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,3.087046E+00,4.276916E+04,5.311013E+04
16:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,3.085561E+00,4.264157E+04,5.295070E+04
16:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,3.074931E+00,4.240340E+04,5.272763E+04
16:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,3.054145E+00,4.204220E+04,5.237292E+04
17:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,3.022095E+00,4.154436E+04,5.184927E+04
17:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,3.010612E+00,4.126810E+04,5.156892E+04
17:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.983927E+00,4.080839E+04,5.109165E+04
17:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.944071E+00,4.018962E+04,5.045491E+04
18:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.891115E+00,3.941246E+04,4.965468E+04
18:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.695301E+00,3.667189E+04,4.668731E+04
18:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.476725E+00,3.366903E+04,4.310862E+04
18:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,2.237339E+00,3.042633E+04,3.936757E+04
19:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.976101E+00,2.692960E+04,3.553894E+04
19:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.743632E+00,2.379772E+04,3.220391E+04
19:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.496962E+00,2.051934E+04,2.853124E+04
19:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.248358E+00,1.724399E+04,2.491784E+04
20:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,1.014472E+00,1.417246E+04,2.164551E+04
20:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,8.366542E-01,1.188163E+04,1.921329E+04
20:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,7.195716E-01,1.032087E+04,1.757369E+04
20:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,6.334331E-01,9.125829E+03,1.631835E+04
21:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.788850E-01,8.312930E+03,1.546182E+04
21:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.645000E-01,8.003173E+03,1.513731E+04
21:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,7.739757E+03,1.486131E+04
21:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,7.615846E+03,1.473419E+04
22:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,7.491936E+03,1.460708E+04
22:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,7.395561E+03,1.450822E+04
22:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,7.299186E+03,1.440936E+04
22:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,7.202811E+03,1.431050E+04
23:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,7.106436E+03,1.421164E+04
23:15:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,7.010061E+03,1.411278E+04
23:30:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.913686E+03,1.401392E+04
23:45:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.817311E+03,1.391506E+04
24:00:00,1.086266E+00,1.686882E+04,5.535871E-01,0.000000E+00,0.000000E+00,5.535871E-01,0.000000E+00,5.535871E-01,6.720936E+03,1.381619E+04
Coinc Peak   ,1.086266E+00,3.087046E+00,1.686882E+04,4.755513E+04
NonCoinc Peak,1.086266E+00,3.564133E+00,1.686882E+04,4.755513E+04
